"","Jelect","jblogel","jnewspaper","jnatradio","jtalkback","jdiscussp","jrallies","jpersuade","jpcmoney","jpcposter","jlablike","jnatlike","jgrnlike","jnzflike","jactlike","junflike","jmaolike","jmnplike","jmostlike","jmostlikex","jrepublic","jsphealth","jspedu","jspunemp","jspdefence","jspsuper","jspbusind","jsppolice","jspwelfare","jspenviro","jgovpdk","jgovplab","jgovpnat","jgovpgrn","jgovpnzf","jgovpact","jgovunf","jgovpmao","jgovpmnp","jnevervoteno","jnevervotelab","jnevervotenat","jnevervotegrn","jnevervotenzf","jnevervoteact","jnevervoteunf","jnevervotemao","jnevervotemnp","jnevervoteoth","jnevervoteothx","jfirstpx","jsecondp","jage","jlanguage","jlanguagex","jrollsex","jhqual","jwkft","jwkpt","jwkun","jwkret","jwkdis","jwksch","jwkunpo","jwkunpi","jhhincome","jhhadults","jhhchn","jmarital","r_jind","jlablr","jnatlr","jgrnlr","jnzflr","jactlr","junflr","jmaolr","jmnplr","jslflr","jrelservices","jrelnone","jrelang","jrelpres","jrelcath","jrelmeth","jrelbap","jrellat","jrelrat","jrelfun","jrelothc","jrelnonc","jreligionx","jreligiousity","jethnicity_e","jethnicity_m","jethnicity_p","jethnicity_a","jethnicity_o","jethnicityx","jethnicmost","jethnicmostx","jpartyvote","jelecvote","njptyvote","njelecvote","jdiffvoting","X_singlefav"
"2004",69,NA,"Not at all","Not at all","Not at all","Yes, occasionally","No","No","No","No","0","10","8","0","5","Don't know","7","8","Labour","","Retain Queen as head of state","Much more","Much more","Same as now","Don't know","Don't know","Don't know","More","More","Don't know","No, can't recall which parties formed government after 2008 election",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, National",NA,"Yes, NZ First","Yes, Act","Yes, United Future",NA,NA,NA,"","","Mana Party",44,"English","",NA,"Primary school completed",NA,NA,NA,NA,"Temporarily or permanently disabled, unable to work",NA,NA,NA,"$NZ28,900-$NZ51,399",3,2,"Divorced or separated","”MANUFACTURING”","Don't know","Don't know","Don't know","Don't know","Don't know","Don't know","Don't know","Don't know","Don't know","Never",NA,NA,NA,NA,NA,NA,"Latter Day Saints",NA,NA,NA,NA,"","Somewhat religious",NA,"NZ Maori",NA,NA,NA,"",NA,"","Labour","Labour","Labour","Labour","Voting can make some difference to what happens","National"
"2005",69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Don't know","More","More","Same as now","Less","Same as now","Don't know","More","Same as now","Much more",NA,NA,"Yes, National helped form government after 2008 election",NA,NA,NA,NA,"Yes, Maori Party helped form government after 2008 election",NA,NA,NA,NA,NA,"Yes, NZ First",NA,NA,NA,"Yes, Mana Party",NA,"","","Green",63,"English","",NA,"Secondary education to School Certificate or NCEA",NA,NA,NA,"Retired",NA,NA,NA,NA,"Don't know",1,NA,"Divorced or separated","”EDUCATION”","Don't know","Don't know","Don't know","Don't know","Don't know","Don't know","Don't know","Don't know","Don't know","Never",NA,NA,NA,NA,NA,NA,NA,"Ratana",NA,NA,NA,"","Somewhat religious",NA,"NZ Maori",NA,NA,NA,"",NA,"","Maori Party","Maori Party","Maori","Maori",NA,NA
"2006",69,NA,"Often","Often",NA,"Yes, frequently","No","No","No","No","2","5","8","0","0","2","9","5","Maori Party","","Become a republic with an NZ head of state","Same as now","Same as now","Less","Same as now","Same as now","More","Less","Same as now","More",NA,NA,"Yes, National helped form government after 2008 election",NA,NA,"Yes, Act helped form government after 2008 election","Yes, United Future helped form government after 2008 election","Yes, Maori Party helped form government after 2008 election",NA,NA,NA,NA,NA,"Yes, NZ First","Yes, Act","Yes, United Future",NA,NA,"Yes, another party","CONSERVATIVE","","Green",59,"English","",NA,"University degree completed","Working full-time for pay or other income",NA,NA,NA,NA,NA,NA,"Working unpaid within the home","$NZ147,700 or over",3,2,"Married, in a civil union or living with a partner","”PUBLIC ADMINISTRATION”","4","6","3","7","Right","8","3","1","4","Never","No religion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Just not very religious","NZ European","NZ Maori",NA,NA,NA,"","NZ European","","Green","Maori Party","Green","Maori","Voting can make a reasonable amount of difference to what happens","United Future"
"2007",66,NA,"Often","Often","Often","Yes, frequently","Yes, frequently","Yes, rarely","No","No","10","10","8","8","Don't know","Don't know","10","10","Maori Party","MANA","Retain Queen as head of state","Much more","Much more","Less","Same as now","Same as now","Same as now","More","Less","More",NA,"Yes, Labour helped form government after 2008 election","Yes, National helped form government after 2008 election","Yes, Greens helped form government after 2008 election",NA,"Yes, Act helped form government after 2008 election",NA,"Yes, Maori Party helped form government after 2008 election",NA,"No party for which I would never vote",NA,NA,NA,NA,NA,"Yes, United Future",NA,NA,NA,"","MANA","Mana Party",61,"English","MAORI",NA,"Secondary education to School Certificate or NCEA",NA,NA,"Unemployed, laid off, looking for work",NA,NA,NA,NA,NA,"Don't know",2,1,"Widowed","”MANUFACTURING”","Left","Left",NA,"8","8","Don't know","8","8","Centre","Never",NA,"Anglican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Somewhat religious",NA,"NZ Maori",NA,NA,NA,"","NZ Maori","","Maori Party",NA,"Nonvote","Nonvote","Voting can make a big difference to what happens","Labour"
"2008",70,NA,"Often",NA,NA,"Yes, occasionally","No","No","No","No","3","2","Don't know","10","Don't know","2","3","Don't know","NZ First","","Don't know","More","More","More","Same as now","More","Same as now","More","More","Much more",NA,NA,"Yes, National helped form government after 2008 election","Yes, Greens helped form government after 2008 election",NA,NA,NA,"Yes, Maori Party helped form government after 2008 election",NA,"No party for which I would never vote",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","United Future",52,"English","",NA,"Secondary education to School Certificate or NCEA",NA,NA,NA,NA,"Temporarily or permanently disabled, unable to work",NA,NA,NA,"Less than $NZ20,000",40,NA,"Single, never married","”PUBLIC ADMINISTRATION”","Don't know","Don't know","Don't know","Don't know","Don't know","Don't know","Don't know","Don't know","Centre","At least once a week",NA,"Anglican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Very religious",NA,"NZ Maori",NA,NA,NA,"",NA,"","NZ First","NZ First","NZ First","NZ First","Voting can make some difference to what happens","NZ First"
"2009",69,NA,NA,NA,"Sometimes","Yes, occasionally","No","No","No","No","2","8","0","0","5","Don't know","0","0","National","","Retain Queen as head of state","Same as now","Same as now","Much less","Same as now","Same as now","Don't know","Same as now","Much less","Less",NA,NA,"Yes, National helped form government after 2008 election",NA,NA,"Yes, Act helped form government after 2008 election","Yes, United Future helped form government after 2008 election","Yes, Maori Party helped form government after 2008 election",NA,NA,"Yes, Labour",NA,"Yes, Green","Yes, NZ First",NA,NA,"Yes, Maori Party","Yes, Mana Party",NA,"","","Act",67,"English","",NA,"Primary school completed",NA,NA,NA,"Retired",NA,NA,"Working unpaid outside the home",NA,"Don't know",2,NA,"Married, in a civil union or living with a partner","”AGRICULTURAL”","Left","6","Left","Don't know","Right","Don't know","Don't know","Left","7","Never",NA,NA,NA,"Catholic",NA,NA,NA,NA,NA,NA,NA,"","Just not very religious","NZ European","NZ Maori",NA,NA,NA,"","NZ European","","National",NA,"National",NA,"Voting can make a big difference to what happens","National"
"2010",66,NA,"Not at all","Not at all","Sometimes","Yes, occasionally","No","Yes, rarely","No","No","10","5","4","2","0","0","10","5","Maori Party","","Retain Queen as head of state","More","More","Less","Less","Same as now","Same as now","Same as now","Less","More",NA,"Yes, Labour helped form government after 2008 election",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, Green",NA,"Yes, Act","Yes, United Future",NA,NA,NA,"","","Labour",70,"English","",NA,"Secondary education to School Certificate or NCEA","Working full-time for pay or other income",NA,NA,NA,NA,NA,NA,NA,"$NZ28,900-$NZ51,399",2,NA,"Married, in a civil union or living with a partner","”EDUCATION”","7","7","2","2","Left","1","8","6","Centre","Once a month",NA,"Anglican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Somewhat religious",NA,"NZ Maori",NA,NA,NA,"","NZ Maori","",NA,NA,"Nonvote","Nonvote","Voting can make a reasonable amount of difference to what happens","Labour"
"2011",64,"Visited a political blog for election information","Often","Rarely",NA,"Yes, occasionally","Yes, rarely","Yes, rarely","Yes, rarely",NA,"4","3","6","1","0","1","8","6","Maori Party","","Retain Queen as head of state","Same as now","Same as now","Less","Less","Less","More","Less","Less","More",NA,NA,"Yes, National helped form government after 2008 election",NA,NA,"Yes, Act helped form government after 2008 election","Yes, United Future helped form government after 2008 election","Yes, Maori Party helped form government after 2008 election",NA,NA,NA,"Yes, National",NA,NA,"Yes, Act","Yes, United Future",NA,NA,NA,"","",NA,64,"English","",NA,"University degree completed",NA,"Working part-time for pay or other income",NA,NA,NA,NA,NA,NA,"$NZ76,100-$NZ110,799",2,NA,"Married, in a civil union or living with a partner","”EDUCATION”","4","9","6","8","Right","7","4","2","4","Never","No religion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Just not very religious",NA,"NZ Maori",NA,NA,NA,"",NA,"","Maori Party","Maori Party","Maori","Maori","Voting can make a big difference to what happens","United Future"
"2012",68,NA,NA,NA,NA,"Yes, occasionally","No","Yes, occasionally","No","No","8","2","8","8","0","0","8","8","Labour","","Retain Queen as head of state","More","More","Same as now","Same as now","More","Much more","Same as now","Same as now","More",NA,"Yes, Labour helped form government after 2008 election","Yes, National helped form government after 2008 election","Yes, Greens helped form government after 2008 election",NA,"Yes, Act helped form government after 2008 election","Yes, United Future helped form government after 2008 election","Yes, Maori Party helped form government after 2008 election","Yes, Mana Party helped form government after 2008 election",NA,NA,NA,NA,NA,"Yes, Act","Yes, United Future",NA,NA,NA,"","","NZ First",71,"English","",NA,"Primary school completed",NA,NA,NA,"Retired",NA,NA,NA,NA,"$NZ28,900-$NZ51,399",2,NA,"Married, in a civil union or living with a partner","”RECREATION”","1","Right","6","7","Right","Right","1","1","Centre","Once a month",NA,NA,NA,NA,NA,NA,NA,"Ratana",NA,NA,NA,"","Somewhat religious","NZ European","NZ Maori",NA,NA,NA,"","NZ Maori","","Green","Labour","Green","Labour","Voting can make a big difference to what happens","Labour"
"2013",70,NA,NA,NA,"Sometimes","Yes, rarely","No","No","No","No","0","0","0","3","0","0","10","0","Maori Party","","Don't know","Same as now","Same as now","Same as now","Same as now","More","Same as now","Same as now","Same as now","Less",NA,NA,"Yes, National helped form government after 2008 election",NA,NA,"Yes, Act helped form government after 2008 election","Yes, United Future helped form government after 2008 election","Yes, Maori Party helped form government after 2008 election",NA,NA,"Yes, Labour",NA,"Yes, Green",NA,"Yes, Act",NA,NA,"Yes, Mana Party",NA,"","","National",69,"English","",NA,"Secondary education to School Certificate or NCEA",NA,NA,NA,"Retired",NA,NA,NA,NA,"$NZ20,001-$NZ28,899",2,NA,"Married, in a civil union or living with a partner","”RETAIL TRADE”","Centre","Centre","Left","Centre","Right","Centre","Centre","Left","Centre","Once a year",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other Christian",NA,"","Very religious","NZ European","NZ Maori",NA,NA,NA,"","NZ Maori","","NZ First","Maori Party","NZ First","Maori","Voting can make a big difference to what happens","United Future"
"2014",69,NA,NA,NA,NA,"Yes, occasionally","No","No","No","No","9","5","5","10","0","0","8","5","NZ First","","Retain Queen as head of state","More","Same as now","Less","More","Same as now","Same as now","Much more","Same as now","More",NA,NA,NA,"Yes, Greens helped form government after 2008 election",NA,"Yes, Act helped form government after 2008 election","Yes, United Future helped form government after 2008 election","Yes, Maori Party helped form government after 2008 election",NA,NA,NA,NA,"Yes, Green",NA,"Yes, Act","Yes, United Future",NA,"Yes, Mana Party",NA,"","","NZ First",83,"English","",NA,"Non-degree professional trade or technical tertiary qualification",NA,NA,NA,"Retired",NA,NA,NA,NA,"$NZ20,001-$NZ28,899",2,NA,"Married, in a civil union or living with a partner","”MANUFACTURING”","2","Right","Don't know","Centre","Don't know","Don't know","Centre","Centre","Centre","Once a year",NA,"Anglican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Just not very religious",NA,"NZ Maori",NA,NA,NA,"","NZ Maori","","NZ First","Labour","NZ First","Labour","Voting can make a big difference to what happens","NZ First"
"2015",66,NA,"Not at all","Not at all","Not at all","No","No","No","No","No","8","0","8","8","0","5","6","9",NA,"","Retain Queen as head of state","Much more","Much more","Much less","Same as now","More","Much less","Same as now","Same as now","More",NA,NA,"Yes, National helped form government after 2008 election",NA,NA,"Yes, Act helped form government after 2008 election","Yes, United Future helped form government after 2008 election","Yes, Maori Party helped form government after 2008 election",NA,NA,NA,"Yes, National",NA,NA,"Yes, Act",NA,NA,NA,NA,"","","Labour",61,"English","",NA,"Primary school completed",NA,NA,NA,NA,"Temporarily or permanently disabled, unable to work",NA,NA,NA,"Less than $NZ20,000",2,1,"Single, never married","”RETAIL TRADE”","7","Left","6","7","Left","Centre","Centre","7","Right","Once a year",NA,NA,NA,NA,NA,NA,NA,"Ratana",NA,NA,NA,"","Very religious",NA,"NZ Maori",NA,NA,NA,"","NZ Maori","","Mana","Labour","Mana","Labour","Voting can make a big difference to what happens","Mana"
"2016",65,NA,"Sometimes","Not at all","Not at all","No","No","Yes, rarely","No","No","10","2","5","7","2","3","7","4","Labour","","Become a republic with an NZ head of state","Same as now","Same as now","Less","Same as now","More","Same as now","Same as now","Less","Less",NA,"Yes, Labour helped form government after 2008 election","Yes, National helped form government after 2008 election",NA,"Yes, NZ First helped form government after 2008 election","Yes, Act helped form government after 2008 election",NA,NA,NA,NA,NA,"Yes, National",NA,"Yes, NZ First","Yes, Act","Yes, United Future",NA,NA,NA,"","","National",41,"Maori","",NA,"Secondary education to School Certificate or NCEA",NA,NA,"Unemployed, laid off, looking for work",NA,NA,NA,NA,NA,"Don't know",4,4,"Single, never married",NA,"8","Centre","Centre","6","4","4","8","Centre","Don't know","Never",NA,NA,NA,NA,NA,NA,NA,"Ratana","Independent-Fundamentalist-Pentecostal Church",NA,NA,"","Don't know",NA,"NZ Maori",NA,NA,NA,"",NA,"","Labour","Labour","Labour","Labour","Voting can make a reasonable amount of difference to what happens","Labour"
"2017",69,NA,"Sometimes","Not at all","Not at all","Yes, rarely","No","No","No","No","6","3","5","4","2","2","5","3","Don't know","","Become a republic with an NZ head of state","Much more","Much more","Same as now","More","More","Less","More","Same as now","More","No, can't recall which parties formed government after 2008 election",NA,NA,NA,NA,NA,NA,NA,NA,"No party for which I would never vote",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","Green",46,"English","",NA,"Secondary education to School Certificate or NCEA","Working full-time for pay or other income",NA,NA,NA,NA,NA,NA,NA,"$NZ76,100-$NZ110,799",3,2,"Married, in a civil union or living with a partner","”HEALTH”","Don't know","Don't know","Don't know","Don't know","Don't know","Don't know","Don't know","Don't know","Don't know","2-11 times a year",NA,NA,"Presbyterian",NA,NA,NA,NA,NA,NA,NA,NA,"","Just not very religious",NA,"NZ Maori",NA,NA,NA,"","NZ Maori","","Green","Green","Nonvote","Nonvote","Voting can make a big difference to what happens","Labour"
"2018",65,NA,"Sometimes",NA,NA,"Yes, rarely",NA,NA,NA,NA,"5","0","8","5","0","Don't know","10","5","Maori Party","","Become a republic with an NZ head of state",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, National helped form government after 2008 election",NA,NA,NA,NA,"Yes, Maori Party helped form government after 2008 election",NA,NA,NA,"Yes, National",NA,NA,"Yes, Act","Yes, United Future",NA,NA,NA,"","","Labour",61,"Maori","",NA,"Secondary education to School Certificate or NCEA",NA,NA,NA,NA,"Temporarily or permanently disabled, unable to work",NA,NA,NA,"$NZ76,100-$NZ110,799",2,NA,"Married, in a civil union or living with a partner","”AGRICULTURAL”","Centre","Centre","Centre","Centre","Centre","Centre","Centre","Centre","Centre","Once a year","No religion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Just not very religious",NA,"NZ Maori",NA,NA,NA,"",NA,"","Maori Party","Maori Party","Nonvote","Nonvote","Voting can make some difference to what happens","United Future"
"2019",65,NA,NA,NA,NA,"Yes, frequently","No","No","Yes, occasionally","No","9","0","8","8","0","0","0","10","Mana Party","","Become a republic with an NZ head of state","Much more","Much more","Much more","Same as now","Much more","Much less","Much less","Much more","More","No, can't recall which parties formed government after 2008 election",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, National",NA,NA,"Yes, Act","Yes, United Future",NA,NA,NA,"","","Mana Party",38,"Maori","",NA,"Secondary education to School Certificate or NCEA",NA,NA,NA,NA,NA,NA,"Working unpaid outside the home",NA,"Less than $NZ20,000",1,3,"Single, never married",NA,"Right","Left","Right","8","Don't know","Left","Left","Right","Don't know","Once a year",NA,NA,NA,NA,NA,NA,NA,"Ratana",NA,NA,NA,"","Somewhat religious",NA,"NZ Maori",NA,NA,NA,"",NA,"","Maori Party","9","Maori","Mana","Voting can make a reasonable amount of difference to what happens","Mana"
